id,text
pubmedqa_364,"There is increasing concern amongst educators that the provision of recorded lectures DATE_1 reduce student attendance of live lectures. We therefore sought to determine if the provision of prerecorded lecture video podcasts (VODcasts) to first-year OTHER_1 Entry to Medicine (OTHER_4) students, affected attendance at OTHER_2 OTHER_3 lectures within NUMERIC_1 separate pre-clinical modules. Data on lecture attendance, utilization of VODcasts, and whether VODcasts should replace live lectures were drawn from NUMERIC_1 surveys conducted in academic years DATE_1 and DATE_2 on all first-year OTHER_4 students in NUMERIC_2 first-year pre-clinical modules where prerecorded OTHER_3 VODcasts were available for viewing or downloading prior to scheduled live lectures. A total of OTHER_5 (NUMERIC_1%) students responded to the NUMERIC_1 surveys, with NUMERIC_2% of students attending all OTHER_2 lectures in the study. Only NUMERIC_3% of students missed more than NUMERIC_3 lecture in each of the NUMERIC_1 lecture series, with NUMERIC_4% indicating that VODcasts should not replace lectures."
pubmedqa_229,"Achilles tendon structure deteriorates TIME_1 after maximal loading in elite athletes. The load-response behaviour of tendons DATE_1 be altered in type NUMERIC_1 diabetes mellitus (T1DM) as hyperglycaemia accelerates collagen cross-linking. This study compared Achilles tendon load-response in participants with T1DM and controls. Achilles tendon structure was quantified at day-NUMERIC_2, day-NUMERIC_3 and day-NUMERIC_4 after a OTHER_1 km run. Ultrasound tissue characterisation (UTC) measures tendon structural integrity by classifying pixels as echo-type I, II, III or IV. Echo-type I has the most aligned collagen fibrils and IV has the least. Participants were NUMERIC_5 individuals with T1DM and OTHER_1 controls. All regularly ran distances greater than NUMERIC_6 km and VISA-A scores indicated good tendon function (T1DM = NUMERIC_7 ± NUMERIC_8, control = NUMERIC_7 ± OTHER_1). There were no diabetic complications and HbA1c was OTHER_2 ± NUMERIC_9 mmol/mol for T1DM and OTHER_3 ± NUMERIC_10 mmol/mol for control groups. Baseline tendon structure was similar in T1DM and control groups - UTC echo-types (I-IV) and anterior-posterior thickness were all p > NUMERIC_11. No response to load was seen in either T1DM or control group over the TIME_2 post exercise."
pubmedqa_37,"To compare adherence to follow-up recommendations for colposcopy or repeated Papanicolaou (Pap) smears for women with previously abnormal Pap smear results. Retrospective cohort study. NUMERIC_1 northern California family planning clinics. All women with abnormal Pap smear results referred for initial colposcopy and a random sample of those referred for repeated Pap smear. Medical records were located and reviewed for OTHER_1 of OTHER_2 women referred for colposcopy and OTHER_3 of OTHER_4 women referred for repeated Pap smears. Routine clinic protocols for follow-up--telephone call, letter, or certified letter--were applied without regard to the type of abnormality seen on a Pap smear or recommended examination. Documented adherence to follow-up within NUMERIC_1 months of an abnormal result. Attempts to contact the patients for follow-up, adherence to follow-up recommendations, and patient characteristics were abstracted from medical records. The probability of adherence to follow-up vs the number of follow-up attempts was modeled with survival analysis. Cox proportional hazards models were used to examine multivariate relationships related to adherence. The rate of overall adherence to follow-up recommendations was OTHER_5% (OTHER_6). Adherence to a second colposcopy was not significantly different from that to a repeated Pap smear (odds ratio, NUMERIC_2; NUMERIC_3% confidence interval, NUMERIC_4-NUMERIC_5). The use of as many as NUMERIC_6 patient reminders substantially improved adherence to follow-up. Women without insurance and women attending NUMERIC_7 of the NUMERIC_6 clinics were less likely to adhere to any follow-up recommendation (hazard ratio for no insurance, NUMERIC_8 [NUMERIC_3% confidence interval, NUMERIC_9-NUMERIC_10], and for clinic, NUMERIC_11 [NUMERIC_3% confidence interval, NUMERIC_12-NUMERIC_13])."
pubmedqa_965,"There is an urgent need to increase opportunistic screening for sexually transmitted infections (STIs) in community settings, particularly for those who are at increased risk including men who have sex with men (OTHER_1). The aim of this qualitative study was to explore whether home sampling kits (HSK) for multiple bacterial STIs are potentially acceptable among OTHER_1 and to identify any concerns regarding their use. This study was developed as part of a formative evaluation of HSKs. Focus groups and one-to-one semi-structured interviews with OTHER_1 were conducted. Focus group participants (n = NUMERIC_1) were shown a variety of self-sampling materials and asked to discuss them. Individual interviewees (n = NUMERIC_2) had experience of the self-sampling techniques as part of a pilot clinical study. All data were digitally recorded and transcribed verbatim. Data were analysed using a framework analysis approach. The concept of a HSK was generally viewed as positive, with many benefits identified relating to increased access to testing, enhanced personal comfort and empowerment. Concerns about the accuracy of the test, delays in receiving the results, the possible lack of support and potential negative impact on 'others' were raised."
pubmedqa_374,"The aim of the study was to evaluate, if AGE_1 persons are sufficiently protected against infectious diseases by vaccination. OTHER_1 AGE_1 (>AGE_2 years) and OTHER_1 young (<AGE_3 years) persons from NUMERIC_1 LOCATION_1 cities were recruited according to the criteria of a field study. Antibody concentrations against tetanus, diphtheria, tickborne encephalitis and influenza were assessed by ELISA or by haemagglutination inhibition test. Disease and vaccination histories were recorded. The results of the study demonstrate that protection against infectious diseases was frequently insufficient in the AGE_1. This was partly due to the fact that AGE_4 persons were not vaccinated according to recommended strategies. However, low antibody concentration and a short duration of protective humoral immunity were also observed in many AGE_1 persons in spite of regular vaccination. This was not only the case in frail, but also in healthy elderlies."
pubmedqa_469,"Patient data were retrospectively collected from a database for gynaecological cancer procedures carried out between DATE_1 NUMERIC_1 and DATE_2 NUMERIC_2. All patients who underwent a colorectal resection during cytoreduction were included in the study. The primary outcome was anastomotic leakage in the presence or absence of a diverting stoma. Secondary outcome parameters were complications and reoperations. In the period of study, OTHER_1 major colorectal procedures were performed on OTHER_2 women. The most common colorectal procedure was low rectal resection (n = OTHER_3; NUMERIC_3%) followed by anterior rectal resection (n = NUMERIC_4; NUMERIC_5%) and sigmoid resection (n = NUMERIC_6; NUMERIC_7%). NUMERIC_1 (NUMERIC_8%) patients underwent OTHER_4 procedure. In NUMERIC_2 (NUMERIC_9%) patients, a diverting loop ileostomy was created."
pubmedqa_967,"Occlusion of the atherosclerotic ascending aorta by an endoaortic inflatable balloon has been proposed as an alternative to conventional cross-clamping to prevent injury to the vessel and distal embolization of debris. The safety and the effectiveness of endoaortic occlusion have not been documented in this setting. Endoaortic occlusion was employed in OTHER_1 of NUMERIC_1 consecutive patients. Surgeon's choice was based on preoperative identification of aortic calcifications or intraoperative epiaortic ultrasonographic scanning. Deaths and strokes were analyzed casewise and in aggregate. In OTHER_2 patients (NUMERIC_2%), the endoaortic balloon had to be replaced by the ordinary cross-clamp because of incomplete occlusion (n = NUMERIC_3), hindered exposure (n = NUMERIC_4), or balloon rupture (n = NUMERIC_5). In-hospital death occurred in OTHER_3 patients (NUMERIC_6%), and stroke on awakening from anesthesia in NUMERIC_4 (OTHER_8%). The death rate of patients treated by endoaortic occlusion was significantly higher compared with all other patients (OTHER_4%, p<NUMERIC_7) and with the expected estimate by OTHER_5 System for Cardiac Operative Risk Evaluation (OTHER_6%, p = NUMERIC_8). By multivariable analysis, use of endoaortic occlusion was independently associated with in-hospital death (odds ratio = OTHER_7, NUMERIC_9% confidence interval: NUMERIC_10 to NUMERIC_11). Although the stroke rate was higher in the endoaortic occlusion group compared with all other patients, the difference was only possibly significant (OTHER_8% versus OTHER_9%, p = NUMERIC_12)."
pubmedqa_850,"To determine the association between fetal biometry in the first or early second trimester and severe macrosomia at delivery. This case-control study included OTHER_1 term severely macrosomic neonates; OTHER_2 appropriate-for-gestational age (AGA) neonates served as controls. All pregnancies underwent nuchal translucency (NT) screening at NUMERIC_1-NUMERIC_2 weeks' gestation. Pregnancies were dated by accurate last menstrual period consistent with crown-rump length (CRL) measurements at the time of screening, early pregnancy CRL or date of fertilization. The association between birth weight and the difference between the measured and the expected CRL at the time of NT screening was analyzed. The difference between measured and expected CRL, expressed both in mm and in days of gestation, was statistically greater in the severely macrosomic neonates compared with controls (mean, OTHER_3 +/- NUMERIC_3 mm vs. OTHER_4 +/- NUMERIC_4 mm, P<NUMERIC_5 and NUMERIC_6 +/- NUMERIC_7 days vs. OTHER_5 +/- NUMERIC_8 days, P<NUMERIC_5, respectively). Furthermore, there were significant correlations between the extent of macrosomia and the discrepancy between expected and measured fetal size at the time of NT screening (r = NUMERIC_9, P<NUMERIC_10 and r = NUMERIC_11, P<NUMERIC_10, respectively)."
pubmedqa_704,"Controversy exists regarding the optimal enteral feeding regimen of OTHER_1 low birth weight infants (OTHER_2). OTHER_4 advancement of enteral feeding has been associated with an increased rate of necrotizing enterocolitis. In contrast, delaying enteral feeding DATE_1 have unfavorable effects on nutrition, growth, and neurodevelopment. The aim is to compare the short-term outcomes of OTHER_2 infants in tertiary care centers according to their enteral feeding advancement. We prospectively studied the influence of center-specific enteral feeding advancement in OTHER_3 OTHER_2 infants recruited from NUMERIC_1 tertiary neonatal intensive care units in LOCATION_1 on short-term outcome parameters. The centers were post hoc stratified to ""OTHER_4 advancement to full enteral feeds"" (median duration of advancement to full enteral feeds<or =NUMERIC_2 days; NUMERIC_3 centers), that is, OTHER_4 advancement (RA), or ""OTHER_5 advancement to full enteral feeds"" (median duration of advancement to full enteral feeds>NUMERIC_2 days; NUMERIC_4 centers), that is, OTHER_5 advancement (SA). OTHER_2 infants born in centers with SA (n = OTHER_6) had a significantly higher rate of sepsis compared with OTHER_2 infants born in centers with RA (n = OTHER_7), which was particularly evident for late-onset sepsis (OTHER_8% vs OTHER_9%; P = NUMERIC_5). Furthermore, more central venous lines (OTHER_10% vs OTHER_11%, P<NUMERIC_6) and antibiotics (OTHER_12% vs OTHER_13%, P<NUMERIC_6) were used in centers with SA."
pubmedqa_841,"Obese children and adolescents referred to the pediatric endocrinology department were enrolled consecutively. Height and weight of all children and their mothers were measured. Maternal feeding practices were measured using an adapted version of the OTHER_1 Feeding Questionnaire (CFQ). Answers were compared between obese (OTHER_2 Mass Index [OTHER_5] ≥ OTHER_3 kg/m2) and non-obese mothers. A total of OTHER_4 obese subjects (NUMERIC_1 girls, mean age AGE_1 ± AGE_2 years) and their mothers participated in this study. A direct correlation between children's OTHER_5 and their mothers' OTHER_5 was found (P<NUMERIC_2) both in girls (r = NUMERIC_3) and boys (r = NUMERIC_4). While OTHER_6% of mothers were found obese in the study, only half of them consider themselves as obese. No difference were found in the scores of the subscales ""OTHER_7 responsibility"", ""OTHER_8"", ""OTHER_9 for OTHER_1's weight"" and ""OTHER_10"" between obese and non-obese mothers. OTHER_1's OTHER_11 positively correlated with mothers' personal weight perception, OTHER_9 for OTHER_1's weight and OTHER_8 after adjustment for OTHER_1's age (P<NUMERIC_2, P = NUMERIC_5 and P = NUMERIC_6, respectively)."
pubmedqa_194,"To investigate the effect of OTHER_1 combination on the amount of orthodontic space closure over NUMERIC_1 months. Randomized clinical trial with NUMERIC_1 parallel groups. A hospital orthodontic department (LOCATION_1 Royal Hospital, UK). OTHER_2 patients requiring upper first premolar extractions. Informed consent was obtained and participants were randomly allocated into NUMERIC_2 of NUMERIC_1 groups: (NUMERIC_1) conventional pre-adjusted edgewise brackets and elastomeric ligatures; (NUMERIC_2) conventional pre-adjusted edgewise brackets and OTHER_3 Slick(®) low friction elastomeric ligatures; (NUMERIC_3) OTHER_4 3MX(®) passive self-ligating brackets. Space closure was undertaken on NUMERIC_4·NUMERIC_5×NUMERIC_4·NUMERIC_6-inch stainless steel archwires with nickel-titanium coil springs. Participants were recalled at NUMERIC_3 weekly intervals. Upper alginate impressions were taken at each visit (maximum NUMERIC_1). The primary outcome measure was the mean amount of space closure in a TIME_1 period. A NUMERIC_2-way ANOVA was undertaken [dependent variable: mean space closure (mm); independent variable: group allocation]. The amount of space closure was very similar between the NUMERIC_1 groups (NUMERIC_1 mm per TIME_2 days); however, there was a wide variation in the rate of space closure between individuals. The differences in the amount of space closure over NUMERIC_1 months between the NUMERIC_1 groups was very small and non-significant (P = NUMERIC_4·NUMERIC_7)."
pubmedqa_854,"The placement of the superficial cervical plexus block has been the subject of controversy. Although the investing cervical fascia has been considered as an impenetrable barrier, clinically, the placement of the block deep or superficial to the fascia provides the same effective anesthesia. The underlying mechanism is unclear. The aim of this study was to investigate the three-dimensional organization of connective tissues in the anterior region of the neck. Using a combination of dissection, E12 sheet plastination, and confocal microscopy, fascial structures in the anterior cervical triangle were examined in NUMERIC_1 adult human cadavers. In the upper cervical region, the fascia of strap muscles in the middle and the fasciae of the submandibular glands on both sides formed a dumbbell-like fascia sheet that had free lateral margins and did not continue with the sternocleidomastoid fascia. In the lower cervical region, no single connective tissue sheet extended directly between the sternocleidomastoid muscles. The fascial structure deep to platysma in the anterior cervical triangle comprised the strap fascia."
pubmedqa_864,"To study the relationship between coronary angiography and in-hospital mortality in patients undergoing emergency surgery of the aorta without a history of coronary revascularization or coronary angiography before the onset of symptoms. In the setting of acute ascending aortic dissection warranting emergency aortic repair, coronary angiography has been considered to be desirable, if not essential. The benefits of defining coronary anatomy have to be weighed against the risks of additional delay before surgical intervention. Retrospective analysis of patient charts and the OTHER_1 Information Registry (CVIR) at the ORGANIZATION_1 Clinic Foundation. We studied OTHER_2 patients who underwent emergency surgery of the aorta between DATE_1 NUMERIC_1 and DATE_2 NUMERIC_2. Overall, in-hospital mortality was OTHER_3%, and there was no significant difference between those who had coronary angiography on the day of surgery compared with those who had not (No: OTHER_4%, n = OTHER_5 vs. Yes: OTHER_6%, n = OTHER_7, p = NUMERIC_3). Multivariate analysis revealed that a history of myocardial infarction (MI) was the only predictor of in-hospital mortality (relative risk: OTHER_8 NUMERIC_4% confidence interval: NUMERIC_5-OTHER_4.NUMERIC_6, p = NUMERIC_7); however, coronary angiography had no impact on in-hospital mortality in patients with a history of MI. Furthermore, coronary angiography did not significantly affect the incidence of coronary artery bypass grafting (CABG) during aortic surgery (NUMERIC_8% vs. NUMERIC_9%, Yes vs. No). Operative reports revealed that NUMERIC_10% of all CABG procedures were performed because of coronary dissection, and not coronary artery disease."
pubmedqa_503,"The ultra high risk (OTHER_1) for psychosis criteria have been validated in a number of studies. However, it is not known whether particular OTHER_1 criteria (Attenuated Psychotic Symptoms (APS), Brief Limited Intermittent Psychotic Symptoms (BLIPS) or Trait vulnerability criteria), or combination of criteria, is associated with a higher risk of transition to psychosis. The current study investigated this issue over a TIME_1 follow-up period. We hypothesised that the risk of transition would increase in the following order: Trait alone<APS alone<APS+Trait<BLIPS. Data on OTHER_1 intake criteria and transition to psychosis status at NUMERIC_1 months were analysed for OTHER_1 patients seen at the ORGANIZATION_1 clinic, ORGANIZATION_2 Youth Health between DATE_1 NUMERIC_2 and DATE_2 NUMERIC_3. A total of OTHER_2 new referrals were accepted into the ORGANIZATION_1 clinic over this period of whom OTHER_3 (NUMERIC_4%) had baseline information available for analysis. The percentage of subjects who presented with APS, Trait and BLIPS were NUMERIC_5%, OTHER_4% and NUMERIC_6%, respectively. When the NUMERIC_1 intermediate groups (APS alone and APS+Trait) were combined, there was evidence that the risk of transition increased in the order of Trait alone<APS<BLIPS (p=NUMERIC_7, adjusted analysis)."
pubmedqa_969,"Opioid-dependent patients often have co-occurring chronic illnesses requiring medications that interact with methadone. Methadone maintenance treatment (MMT) is typically provided separately from medical care. Hence, coordination of medical care and substance use treatment is important to preserve patient safety. To identify potential safety risks among MMT patients engaged in medical care by evaluating the frequency that opioid dependence and MMT documentation are missing in medical records and characterizing potential medication-methadone interactions. Among patients from a methadone clinic who received primary care from an affiliated, but separate, medical center, we reviewed electronic medical records for documentation of methadone, opioid dependence, and potential drug-methadone interactions. The proportions of medical records without opioid dependence and methadone documentation were estimated and potential medication-methadone interactions were identified. Among the study subjects (n = OTHER_1), opioid dependence documentation was missing from the medical record in NUMERIC_1% (NUMERIC_2% CI, NUMERIC_3%-NUMERIC_4%) and MMT documentation was missing from either the last primary care note or the last hospital discharge summary in NUMERIC_5% (NUMERIC_2% CI, NUMERIC_6%-NUMERIC_7%). Sixty-nine percent of the study subjects had at least NUMERIC_8 medication that potentially interacted with methadone; NUMERIC_7% had NUMERIC_9 or more potentially interacting medications."
pubmedqa_830,"There has been a significant spike in OTHER_1 deaths from illicit fentanyl supplied via the heroin trade. Past fentanyl access was primarily oral or dermal via prescription fentanyl patch diversion. NUMERIC_1 factor potentially driving this increase in fatalities is the change in route of administration. Rapid intravenous (IV) fentanyl can produce chest wall rigidity. We evaluated post-mortem fentanyl and norfentanyl concentrations in a recent surge of lethal fentanyl intoxications. Fentanyl related deaths from the LOCATION_1 County coroner's office from DATE_1 to DATE_2 NUMERIC_1 were identified. Presumptive positive fentanyl results were confirmed by quantitative analysis using liquid chromatography tandem mass spectrometry (LC/MR/MS/MR/MS) and were able to quantify fentanyl, norfentanyl, alfentanyl, and sufentanyl. OTHER_2 fentanyl deaths were identified. Mean fentanyl concentrations were OTHER_3 ng/ml, (range OTHER_4 ng/ml to >OTHER_5 ng/ml). Mean norfentanyl concentrations were OTHER_6 ng/ml (range none detected to OTHER_7 ng/ml). No appreciable concentrations of norfentanyl could be detected in OTHER_8 of OTHER_2 cases (NUMERIC_2%) and were less than NUMERIC_3 ng/ml in OTHER_9 cases (NUMERIC_4%). Elevated fentanyl concentrations did not correlate with rises in norfentanyl levels. In several cases fentanyl concentrations were strikingly high (OTHER_10 ng/ml and OTHER_8 ng/ml) with no norfentanyl detected. The lack of any measurable norfentanyl in half of our cases suggests a very rapid death, consistent with acute chest rigidity. An alternate explanation could be a dose-related rapid onset of respiratory arrest. Deaths occurred with low levels of fentanyl in the therapeutic range (OTHER_11 ng/ml) in apparent non-naïve opiate abusers. Acute chest wall rigidity is a well-recognized complication in the medical community but unknown within the drug abuse community. The average abuser of illicit opioids DATE_1 be unaware of the increasing fentanyl content of their illicit opioid purchase."
pubmedqa_579,"Paget's disease of bone has been described as a few case reports from India. The aim of the present study is to document the existence of Paget's disease (PD) in India. We describe demography, clinical manifestations, biochemical and radiological profile and the treatment outcome of OTHER_1 patients of PD. Mean (+/-SD) age of these patients at presentation was AGE_1 +/- AGE_2 years and the male to female ratio was NUMERIC_1:NUMERIC_2. Common clinical manifestations included backache, headache and bone pains. Others were fracture, joint pain, deafness, gait ataxia, visual impairment and difficulty in biting. NUMERIC_1 patients presented with hydrocephalus and NUMERIC_2 had recurrent paraparesis. NUMERIC_3 (NUMERIC_3%) patients had polyostotic and NUMERIC_4 (NUMERIC_4%) had monoostotic Paget's disease. More commonly involved bones were skull and spine (NUMERIC_5%) followed by pelvis (NUMERIC_6%), femur (NUMERIC_7%), tibia (NUMERIC_8%) and ulna (NUMERIC_8%). Mean (+/-SD) serum alkaline phosphatase at diagnosis was OTHER_2 +/- OTHER_3 IU/L and NUMERIC_5 months after treatment with bisphosphonates decreased to OTHER_4 +/- NUMERIC_9 IU/ L(P<NUMERIC_10)."
pubmedqa_968,"To compare in vitro fertilization (IVF) outcomes in low responders stimulated with microdose leuprolide protocol (ML) following pretreatment with either oral contraceptive pill (OCP) or luteal estradiol (E2) + GnRH antagonist (E2 + antag) for follicular synchronization prior to controlled ovarian hyperstimulation (COH). This was a retrospective study of OTHER_1 women, who were poor responders, undergoing IVF with either OTHER_4 or E2+ antag/ML protocols. The main outcome measures were ongoing pregnancy rates, number of oocytes retrieved, and cancellation rate. Both groups were similar in baseline characteristics. There were no significant differences in gonadotropin requirement, cancellation rate, and number of embryos transferred. Ongoing pregnancy rates (OTHER_2% vs. OTHER_3%) were significantly higher in the OTHER_4 group. Trends toward greater number of oocytes retrieved (OTHER_5 ± NUMERIC_1 vs. OTHER_6 ± NUMERIC_2) and improved implantation rates (OTHER_7% vs. OTHER_8%) were also noted, but these did not reach statistical significance."
pubmedqa_162,"To compare the probability of prenatal diagnosis (PND) and termination of pregnancy for fetal anomaly (TOPFA) between fetuses conceived by assisted reproductive techniques (ART) and spontaneously-conceived fetuses with congenital heart defects (CHD). Population-based observational study. LOCATION_1 and surrounding suburbs. Fetuses with CHD in the LOCATION_1 registry of congenital malformations and cohort of children with CHD (Epicard). Comparison of ART-conceived and spontaneously conceived fetuses taking into account potential confounders (maternal characteristics, multiplicity and year of birth or TOPFA). Probability and gestational age at PND and TOPFA for ART-conceived versus spontaneously conceived fetuses. The probability of PND (OTHER_1% versus OTHER_2%, P = NUMERIC_1) and TOPFA (OTHER_3% versus OTHER_4%, P = NUMERIC_2) were not statistically different between ART-conceived (n = OTHER_5) and spontaneously conceived (n = OTHER_6) fetuses. Estimates were similar after adjustment for potential confounders. Gestational age at PND tended to be earlier for ART fetuses (OTHER_7 versus AGE_1 weeks, P = NUMERIC_3) but no statistical difference was found after adjustment for confounders. Gestational age at TOPFA was comparable between ART-conceived and spontaneously conceived fetuses."
pubmedqa_908,"In familial adenomatous polyposis (FAP), correlations between site of mutation in the adenomatous polyposis coli (APC) gene and severity of colonic polyposis or extracolonic manifestations are well known. While mutation analysis is important for predictive diagnosis in persons at risk, its relevance for clinical management of individual patients is open to question. We examined NUMERIC_1 unrelated FAP families for germline mutations in the APC gene. Clinical information was obtained from OTHER_1 patients. APC mutations were detected in OTHER_2% (NUMERIC_2/NUMERIC_1) of families. Age at diagnosis of FAP based on bowel symptoms and age at diagnosis of colorectal cancer in untreated patients were used as indicators of the severity of the natural course of the disease. A germline mutation was detected in OTHER_3 of NUMERIC_3 patients who were diagnosed after onset of bowel symptoms (rectal bleeding, abdominal pain, diarrhoea). When these patients were grouped according to the different sites of mutations, mean values for age at onset of disease differed significantly: patients carrying APC mutations at codon NUMERIC_4 showed a disease onset TIME_1 years earlier (mean age AGE_1 years) compared with patients with mutations between codons NUMERIC_5 and NUMERIC_6 (except codon NUMERIC_4) (mean age AGE_2 years), whereas patients with mutations at the NUMERIC_7' end of codon NUMERIC_5 or the NUMERIC_8' end of codon NUMERIC_6 were diagnosed at a mean age of AGE_3 years. Within each group of patients however large phenotypic variation was observed, even among patients with identical germline mutations. A higher incidence of desmoids was found in patients with mutations between codons NUMERIC_9 and NUMERIC_6 compared with mutations at other sites, while no correlation between site of mutation and presence of duodenal adenomas was observed."
pubmedqa_152,"This study sought to evaluate mutations in genes encoding the slow component of the cardiac delayed rectifier K+ current (I(Ks)) channel in familial atrial fibrillation (AF). Although AF can have a genetic etiology, links between inherited gene defects and acquired factors such as atrial stretch have not been explored. Mutation screening of the OTHER_1, OTHER_2, OTHER_3, and OTHER_4 genes was performed in OTHER_5 families with AF. The effects of mutant protein on cardiac I(Ks) activation were evaluated using electrophysiological studies and human atrial action potential modeling. NUMERIC_1 missense OTHER_1 mutation, R14C, was identified in NUMERIC_1 family with a high prevalence of hypertension. Atrial fibrillation was present only in older individuals who had developed atrial dilation and who were genotype positive. Patch-clamp studies of wild-type or R14C OTHER_1 expressed with OTHER_2 in CHO cells showed no statistically significant differences between wild-type and mutant channel kinetics at baseline, or after activation of adenylate cyclase with forskolin. After exposure to hypotonic solution to elicit cell swelling/stretch, mutant channels showed a marked increase in current, a leftward shift in the voltage dependence of activation, altered channel kinetics, and shortening of the modeled atrial action potential duration."
pubmedqa_801,"Assessing the clinical course of inflammatory bowel disease (IBD) patients consists of periodical clinical evaluations and laboratory tests. We aimed to assess the role of calprotectin tests in predicting clinical relapse in IBD patients. Ninety-seven patients with ulcerative colitis (UC) and OTHER_1 with Crohn's disease (CD) in clinical remission were prospectively included in the study. A OTHER_2 stool sample was collected for calprotectin assay. The cutoff level was set at OTHER_3 mg/kg of feces. Patients were followed up for NUMERIC_1 yr after the test or until relapse. The cumulative proportion of relapses was estimated by the Kaplan-Meier analysis. Statistics for equality of survival distribution were tested using the log-rank test. The calprotectin test was positive in OTHER_4 UC patients and OTHER_5 of them relapsed within a year, while OTHER_6 of OTHER_7 UC patients with a negative calprotectin test relapsed within the same time frame. OTHER_8 CD patients had a positive calprotectin test and OTHER_9 of them relapsed within a year, as did NUMERIC_2 of the OTHER_10 with a negative test result. A significant correlation emerged between a positive calprotectin test and the probability of relapse in UC patients (P= NUMERIC_3). In CD patients, only cases of colonic CD showed a significant correlation between a positive calprotectin test and the probability of relapse, i.e., NUMERIC_4 colonic CD patients were positive for the calprotectin test and NUMERIC_5 relapsed (P= NUMERIC_6)."
pubmedqa_993,"An unknown number of colorectal cancers could be due to missed adenomas during previous endoscopy. Data in the literature are sparse. A large cross-sectional study was done in a prospective database of all patients diagnosed with colorectal cancer. All consecutive endoscopies over a period of AGE_1 years, in which colorectal cancer was diagnosed were included. All patients who underwent more than NUMERIC_1 endoscopy and in whom ultimately cancer was diagnosed were studied separately. Colorectal cancer was diagnosed in OTHER_1 patients. OTHER_2 patients underwent a previous endoscopy without a cancer diagnosis. These NUMERIC_1 patients were divided into NUMERIC_2 groups according to the time between the endoscopy in which the cancer was detected and the previous endoscopy. NUMERIC_3 out of these NUMERIC_1 patients underwent regular surveillance. Only OTHER_3 patients had no argument for regular follow-up. Assuming that these cancers developed from an adenoma than only OTHER_3 out of OTHER_1 (NUMERIC_2%) cancers were missed in the adenoma phase. There was no difference in the size of the tumour between the NUMERIC_2 groups of patients."
pubmedqa_755,"This study examined the extent to which ADHD was associated with risky sexual behaviors (RSBs) in a sample of OTHER_1 undergraduates with (n = OTHER_2) and without (n = OTHER_3) ADHD. Mother-child relationship quality was examined as a potential moderator. We conducted comprehensive assessments for ADHD and comorbid conditions and collected measures of RSB and mother-child relationship quality. Female students with ADHD were least likely to use condoms than males overall and females without ADHD. An interaction between ADHD and mother-child relationship quality accounted for significant variance in the number of past-year sexual partners, such that a high-quality relationship was protective only for students with ADHD. No other significant associations were found between ADHD and RSB."
pubmedqa_111,"Microbial contamination can be a marker for faulty process and is assumed to play an important role in the collection of hematopoietic progenitor cell (HPC) and infusion procedure. We aimed to determine the microbial contamination rates and evaluate the success of hematopoietic cell transplantation (HCT) in patients who received contaminated products.PATIENTS- We analyzed microbial contamination records of HPC grafts between DATE_1 and DATE_2, retrospectively. Contamination rates of autologous donors were evaluated for at NUMERIC_1 steps: at the end of mobilization, following processing with dimethyl sulfoxide, and just before stem cell infusion. Grafts of allogeneic donors were assessed only before HCT. A total of OTHER_1 mobilization procedures were carried out on OTHER_2 (NUMERIC_1 autologous and OTHER_3 allogeneic) donors. The microbiological contamination of peripheral blood (OTHER_4 donations) and bone marrow (OTHER_5 donations) products were analyzed. Bacterial contamination was detected in OTHER_6 of OTHER_7 (NUMERIC_2 %) culture bottles of OTHER_2 donors. During the study period OTHER_8 patients underwent HCT and among these patients microbial contamination rate on sample basis was OTHER_9 % (OTHER_10). Microbial contamination detected in OTHER_11 patients (NUMERIC_3 autologous; NUMERIC_4 allogeneic). In NUMERIC_5 of NUMERIC_6 patients, a febrile neutropenic attack was observed. The median day for the neutropenic fever was NUMERIC_7 days (NUMERIC_8-NUMERIC_6). None of the patients died within the post-transplant TIME_1 days who received contaminated products."
pubmedqa_226,"Distance to provider might be an important barrier to timely diagnosis and treatment for cancer patients who qualify for Medicaid coverage. Whether driving time or driving distance is a better indicator of travel burden is also of interest. Driving distances and times from patient residence to primary care provider were calculated for NUMERIC_1 breast, colorectal (CRC) and lung cancer Medicaid patients in LOCATION_1 State from DATE_1 to DATE_2 using ORGANIZATION_1. We fitted regression models of stage at diagnosis and time-to-treatment (number of days between diagnosis and surgery) to test the hypothesis that travel burden is associated with timely diagnosis and treatment of cancer. Later stage at diagnosis for breast cancer Medicaid patients is associated with travel burden (OR = OTHER_1 per NUMERIC_2 driving miles, P= .NUMERIC_3 and OR = OTHER_2 per driving hour, P= .NUMERIC_4). Time-to-treatment after diagnosis of CRC is also associated with travel burden (NUMERIC_5 days per NUMERIC_2 driving miles, P= .NUMERIC_6 and OTHER_3 days per driving hour, P= .NUMERIC_7)."
